Label,PreMoveLocation,PostMoveLocation,MoveYear,HousePurchaseYear,EffectivePurchaseYear,ChildcareMode,SchoolMode,FinalLiquidUSD,FinalNetWorthUSD,MinLiquidUSD,MinNetWorthUSD,EverNegativeLiquid
Southern France -> Midwest (Kansas City) | move-2031 | buy-2034 | daycare | homeschool,Southern France,Midwest (Kansas City),2031.0,2034.0,2034.0,daycare,homeschool,20216154.721541077,20729708.757183943,554511.36,554511.36,False
Southern France -> New Orleans area | move-2031 | buy-2034 | daycare | homeschool,Southern France,New Orleans area,2031.0,2034.0,2034.0,daycare,homeschool,20357903.709707998,20726111.72127173,554511.36,554511.36,False
New Orleans area -> Spain | move-2031 | buy-2034 | daycare | homeschool,New Orleans area,Spain,2031.0,2034.0,2034.0,daycare,homeschool,20003115.59430798,20719814.913358267,545172.0,545172.0,False
"Bay Area -> China, Jingzhou | move-2031 | rent-forever | daycare | homeschool",Bay Area,"China, Jingzhou",2031.0,,,daycare,homeschool,20718099.35858592,20718099.35858592,514448.04000000004,514448.04000000004,False
Spain | no-move | rent-forever | daycare | homeschool,Spain,Spain,,,,daycare,homeschool,20717069.40319707,20717069.40319707,555067.32,555067.32,False
Spain -> Southern France | move-2031 | buy-2034 | daycare | homeschool,Spain,Southern France,2031.0,2034.0,2034.0,daycare,homeschool,19753553.917191036,20716510.84634811,555067.32,555067.32,False
New Orleans area -> Japan | move-2031 | buy-2034 | daycare | homeschool,New Orleans area,Japan,2031.0,2034.0,2034.0,daycare,homeschool,19924106.60858319,20711395.177215908,545172.0,545172.0,False
Miami area -> Midwest (Kansas City) | move-2031 | rent-forever | parent | private,Miami area,Midwest (Kansas City),2031.0,,,parent,private,20709150.215200856,20709150.215200856,525126.24,525126.24,False
Southern France -> Spain | move-2031 | rent-forever | daycare | homeschool,Southern France,Spain,2031.0,,,daycare,homeschool,20692988.47415885,20692988.47415885,554511.36,554511.36,False
Southern France | no-move | buy-2034 | daycare | homeschool,Southern France,Southern France,,2034.0,2034.0,daycare,homeschool,19729472.988152813,20692429.917309888,554511.36,554511.36,False
Spain -> Southern France | move-2031 | rent-forever | daycare | homeschool,Spain,Southern France,2031.0,,,daycare,homeschool,20687271.525696576,20687271.525696576,555067.32,555067.32,False
Southern France | no-move | rent-forever | daycare | homeschool,Southern France,Southern France,,,,daycare,homeschool,20663190.596658356,20663190.596658356,554511.36,554511.36,False
"China, Jingzhou -> Vietnam | move-2031 | rent-forever | parent | homeschool","China, Jingzhou",Vietnam,2031.0,,,parent,homeschool,20660187.98369682,20660187.98369682,565646.64,565646.64,False
"China, Jingzhou | no-move | buy-2034 | parent | homeschool","China, Jingzhou","China, Jingzhou",,2034.0,2034.0,parent,homeschool,20217080.31264386,20660160.06490883,565646.64,565646.64,False
Spain -> Bay Area | move-2031 | rent-forever | parent | public,Spain,Bay Area,2031.0,,,parent,public,20639311.18040868,20639311.18040868,555067.32,555067.32,False
Southern France -> Bay Area | move-2031 | rent-forever | parent | public,Southern France,Bay Area,2031.0,,,parent,public,20627746.091313187,20627746.091313187,554511.36,554511.36,False
Midwest (Kansas City) | no-move | buy-2034 | daycare | homeschool,Midwest (Kansas City),Midwest (Kansas City),,2034.0,2034.0,daycare,homeschool,20106256.082025133,20619810.117668,549984.0,549984.0,False
"Spain -> China, Jingzhou | move-2031 | rent-forever | parent | homeschool",Spain,"China, Jingzhou",2031.0,,,parent,homeschool,20619497.77194597,20619497.77194597,555067.32,555067.32,False
Midwest (Kansas City) -> New Orleans area | move-2031 | buy-2034 | daycare | homeschool,Midwest (Kansas City),New Orleans area,2031.0,2034.0,2034.0,daycare,homeschool,20248005.07019207,20616213.081755802,549984.0,549984.0,False
Vietnam | no-move | rent-forever | parent | homeschool,Vietnam,Vietnam,,,,parent,homeschool,20614174.75527089,20614174.75527089,563434.68,563434.68,False
"Vietnam -> China, Jingzhou | move-2031 | buy-2034 | parent | homeschool",Vietnam,"China, Jingzhou",2031.0,2034.0,2034.0,parent,homeschool,20171067.08421793,20614146.836482897,563434.68,563434.68,False
"Southern France -> China, Jingzhou | move-2031 | rent-forever | parent | homeschool",Southern France,"China, Jingzhou",2031.0,,,parent,homeschool,20607932.682850458,20607932.682850458,554511.36,554511.36,False
"China, Jingzhou -> Vietnam | move-2031 | buy-2034 | parent | homeschool","China, Jingzhou",Vietnam,2031.0,2034.0,2034.0,parent,homeschool,20099516.078130364,20586656.628282085,565646.64,565646.64,False
Midwest (Kansas City) -> Spain | move-2031 | rent-forever | daycare | homeschool,Midwest (Kansas City),Spain,2031.0,,,daycare,homeschool,20583089.834642913,20583089.834642913,549984.0,549984.0,False
Midwest (Kansas City) -> Southern France | move-2031 | buy-2034 | daycare | homeschool,Midwest (Kansas City),Southern France,2031.0,2034.0,2034.0,daycare,homeschool,19619574.34863688,20582531.277793955,549984.0,549984.0,False
Japan -> Vietnam | move-2031 | rent-forever | parent | homeschool,Japan,Vietnam,2031.0,,,parent,homeschool,20567792.08303184,20567792.08303184,561204.96,561204.96,False
"Japan -> China, Jingzhou | move-2031 | buy-2034 | parent | homeschool",Japan,"China, Jingzhou",2031.0,2034.0,2034.0,parent,homeschool,20124684.41197888,20567764.16424385,561204.96,561204.96,False
Midwest (Kansas City) -> Southern France | move-2031 | rent-forever | daycare | homeschool,Midwest (Kansas City),Southern France,2031.0,,,daycare,homeschool,20553291.957142416,20553291.957142416,549984.0,549984.0,False
Bay Area -> Vietnam | move-2031 | rent-forever | daycare | homeschool,Bay Area,Vietnam,2031.0,,,daycare,homeschool,20540799.044235516,20540799.044235516,514448.04000000004,514448.04000000004,False
Vietnam | no-move | buy-2034 | parent | homeschool,Vietnam,Vietnam,,2034.0,2034.0,parent,homeschool,20053502.84970443,20540643.39985615,563434.68,563434.68,False
"Bay Area -> China, Jingzhou | move-2031 | buy-2034 | daycare | homeschool",Bay Area,"China, Jingzhou",2031.0,2034.0,2034.0,daycare,homeschool,20095610.71004393,20538690.4623089,514448.04000000004,514448.04000000004,False
Midwest (Kansas City) -> Bay Area | move-2031 | rent-forever | parent | public,Midwest (Kansas City),Bay Area,2031.0,,,parent,public,20533567.873874154,20533567.873874154,549984.0,549984.0,False
Miami area -> Japan | move-2031 | rent-forever | daycare | homeschool,Miami area,Japan,2031.0,,,daycare,homeschool,20524213.117438074,20524213.117438074,525126.24,525126.24,False
"Midwest (Kansas City) -> China, Jingzhou | move-2031 | rent-forever | parent | homeschool",Midwest (Kansas City),"China, Jingzhou",2031.0,,,parent,homeschool,20513754.465411425,20513754.465411425,549984.0,549984.0,False
New Orleans area -> Midwest (Kansas City) | move-2031 | buy-2034 | daycare | homeschool,New Orleans area,Midwest (Kansas City),2031.0,2034.0,2034.0,daycare,homeschool,19984432.50701286,20497986.542655725,545172.0,545172.0,False
New Orleans area | no-move | buy-2034 | daycare | homeschool,New Orleans area,New Orleans area,,2034.0,2034.0,daycare,homeschool,20126181.49517979,20494389.506743524,545172.0,545172.0,False
Japan -> Vietnam | move-2031 | buy-2034 | parent | homeschool,Japan,Vietnam,2031.0,2034.0,2034.0,parent,homeschool,20007120.177465383,20494260.727617104,561204.96,561204.96,False
Bay Area -> Midwest (Kansas City) | move-2031 | rent-forever | parent | private,Bay Area,Midwest (Kansas City),2031.0,,,parent,private,20487022.122569073,20487022.122569073,514448.04000000004,514448.04000000004,False
Bay Area -> Vietnam | move-2031 | buy-2034 | daycare | homeschool,Bay Area,Vietnam,2031.0,2034.0,2034.0,daycare,homeschool,19980127.138669066,20467267.688820787,514448.04000000004,514448.04000000004,False
New Orleans area -> Spain | move-2031 | rent-forever | daycare | homeschool,New Orleans area,Spain,2031.0,,,daycare,homeschool,20461266.25963064,20461266.25963064,545172.0,545172.0,False
New Orleans area -> Southern France | move-2031 | buy-2034 | daycare | homeschool,New Orleans area,Southern France,2031.0,2034.0,2034.0,daycare,homeschool,19497750.7736246,20460707.702781674,545172.0,545172.0,False
Spain -> Vietnam | move-2031 | rent-forever | parent | homeschool,Spain,Vietnam,2031.0,,,parent,homeschool,20440116.79445694,20440116.79445694,555067.32,555067.32,False
"Spain -> China, Jingzhou | move-2031 | buy-2034 | parent | homeschool",Spain,"China, Jingzhou",2031.0,2034.0,2034.0,parent,homeschool,19997009.123403963,20440088.87566893,555067.32,555067.32,False
New Orleans area -> Bay Area | move-2031 | rent-forever | parent | public,New Orleans area,Bay Area,2031.0,,,parent,public,20433468.57045746,20433468.57045746,545172.0,545172.0,False
New Orleans area -> Southern France | move-2031 | rent-forever | daycare | homeschool,New Orleans area,Southern France,2031.0,,,daycare,homeschool,20431468.38213013,20431468.38213013,545172.0,545172.0,False
Southern France -> Vietnam | move-2031 | rent-forever | parent | homeschool,Southern France,Vietnam,2031.0,,,parent,homeschool,20428551.705361437,20428551.705361437,554511.36,554511.36,False
"Southern France -> China, Jingzhou | move-2031 | buy-2034 | parent | homeschool",Southern France,"China, Jingzhou",2031.0,2034.0,2034.0,parent,homeschool,19985444.034308475,20428523.786573444,554511.36,554511.36,False
"China, Jingzhou -> Japan | move-2031 | rent-forever | parent | homeschool","China, Jingzhou",Japan,2031.0,,,parent,homeschool,20414295.795233205,20414295.795233205,565646.64,565646.64,False
"New Orleans area -> China, Jingzhou | move-2031 | rent-forever | parent | homeschool",New Orleans area,"China, Jingzhou",2031.0,,,parent,homeschool,20413655.161994733,20413655.161994733,545172.0,545172.0,False
Miami area | no-move | buy-2034 | daycare | private,Miami area,Miami area,,2034.0,2034.0,daycare,private,19372960.663035743,20391934.875350863,525126.24,525126.24,False
Vietnam -> Japan | move-2031 | rent-forever | parent | homeschool,Vietnam,Japan,2031.0,,,parent,homeschool,20368282.566807266,20368282.566807266,563434.68,563434.68,False
Spain -> Vietnam | move-2031 | buy-2034 | parent | homeschool,Spain,Vietnam,2031.0,2034.0,2034.0,parent,homeschool,19879444.888890475,20366585.439042196,555067.32,555067.32,False
Southern France -> Vietnam | move-2031 | buy-2034 | parent | homeschool,Southern France,Vietnam,2031.0,2034.0,2034.0,parent,homeschool,19867879.79979498,20355020.3499467,554511.36,554511.36,False
Midwest (Kansas City) -> Vietnam | move-2031 | rent-forever | parent | homeschool,Midwest (Kansas City),Vietnam,2031.0,,,parent,homeschool,20334373.4879224,20334373.4879224,549984.0,549984.0,False
"Midwest (Kansas City) -> China, Jingzhou | move-2031 | buy-2034 | parent | homeschool",Midwest (Kansas City),"China, Jingzhou",2031.0,2034.0,2034.0,parent,homeschool,19891265.816869438,20334345.569134407,549984.0,549984.0,False
Japan | no-move | rent-forever | parent | homeschool,Japan,Japan,,,,parent,homeschool,20321899.894568224,20321899.894568224,561204.96,561204.96,False
Miami area -> Spain | move-2031 | buy-2034 | daycare | homeschool,Miami area,Spain,2031.0,2034.0,2034.0,daycare,homeschool,19570846.691647187,20287546.010697473,525126.24,525126.24,False
Miami area -> Japan | move-2031 | buy-2034 | daycare | homeschool,Miami area,Japan,2031.0,2034.0,2034.0,daycare,homeschool,19491837.7059224,20279126.274555117,525126.24,525126.24,False
Midwest (Kansas City) -> Vietnam | move-2031 | buy-2034 | parent | homeschool,Midwest (Kansas City),Vietnam,2031.0,2034.0,2034.0,parent,homeschool,19773701.582355943,20260842.132507663,549984.0,549984.0,False
Bay Area -> Japan | move-2031 | rent-forever | daycare | homeschool,Bay Area,Japan,2031.0,,,daycare,homeschool,20244770.923589725,20244770.923589725,514448.04000000004,514448.04000000004,False
New Orleans area -> Vietnam | move-2031 | rent-forever | parent | homeschool,New Orleans area,Vietnam,2031.0,,,parent,homeschool,20234274.18450571,20234274.18450571,545172.0,545172.0,False
"New Orleans area -> China, Jingzhou | move-2031 | buy-2034 | parent | homeschool",New Orleans area,"China, Jingzhou",2031.0,2034.0,2034.0,parent,homeschool,19791166.513452742,20234246.26571771,545172.0,545172.0,False
"China, Jingzhou -> New Orleans area | move-2031 | buy-2034 | parent | homeschool","China, Jingzhou",New Orleans area,2031.0,2034.0,2034.0,parent,homeschool,19835982.358472705,20204190.370036438,565646.64,565646.64,False
Spain -> Japan | move-2031 | rent-forever | parent | homeschool,Spain,Japan,2031.0,,,parent,homeschool,20194224.60599331,20194224.60599331,555067.32,555067.32,False
"China, Jingzhou -> Spain | move-2031 | buy-2034 | parent | homeschool","China, Jingzhou",Spain,2031.0,2034.0,2034.0,parent,homeschool,19468773.932928633,20185473.25197892,565646.64,565646.64,False
Southern France -> Japan | move-2031 | rent-forever | parent | homeschool,Southern France,Japan,2031.0,,,parent,homeschool,20182659.51689781,20182659.51689781,554511.36,554511.36,False
"China, Jingzhou -> Japan | move-2031 | buy-2034 | parent | homeschool","China, Jingzhou",Japan,2031.0,2034.0,2034.0,parent,homeschool,19381920.38371752,20169208.952350236,565646.64,565646.64,False
New Orleans area -> Vietnam | move-2031 | buy-2034 | parent | homeschool,New Orleans area,Vietnam,2031.0,2034.0,2034.0,parent,homeschool,19673602.278939247,20160742.829090968,545172.0,545172.0,False
Vietnam -> New Orleans area | move-2031 | buy-2034 | parent | homeschool,Vietnam,New Orleans area,2031.0,2034.0,2034.0,parent,homeschool,19789969.13004676,20158177.141610492,563434.68,563434.68,False
"China, Jingzhou -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | homeschool","China, Jingzhou",Midwest (Kansas City),2031.0,,,daycare,homeschool,20152190.735690627,20152190.735690627,565646.64,565646.64,False
Vietnam -> Spain | move-2031 | buy-2034 | parent | homeschool,Vietnam,Spain,2031.0,2034.0,2034.0,parent,homeschool,19422760.704502698,20139460.023552984,563434.68,563434.68,False
Vietnam -> Japan | move-2031 | buy-2034 | parent | homeschool,Vietnam,Japan,2031.0,2034.0,2034.0,parent,homeschool,19335907.155291587,20123195.723924305,563434.68,563434.68,False
"China, Jingzhou -> Miami area | move-2031 | buy-2034 | daycare | homeschool","China, Jingzhou",Miami area,2031.0,2034.0,2034.0,daycare,homeschool,19102580.75533989,20121554.96765501,565646.64,565646.64,False
Bay Area -> Miami area | move-2031 | buy-2034 | daycare | private,Bay Area,Miami area,2031.0,2034.0,2034.0,daycare,private,19093518.469187398,20112492.681502517,514448.04000000004,514448.04000000004,False
Japan -> New Orleans area | move-2031 | buy-2034 | parent | homeschool,Japan,New Orleans area,2031.0,2034.0,2034.0,parent,homeschool,19743586.457807716,20111794.46937145,561204.96,561204.96,False
Vietnam -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | homeschool,Vietnam,Midwest (Kansas City),2031.0,,,daycare,homeschool,20106603.287414297,20106603.287414297,563434.68,563434.68,False
"China, Jingzhou -> Midwest (Kansas City) | move-2031 | buy-2034 | parent | homeschool","China, Jingzhou",Midwest (Kansas City),2031.0,2034.0,2034.0,parent,homeschool,19588073.204866808,20101627.240509674,565646.64,565646.64,False
Japan -> Spain | move-2031 | buy-2034 | parent | homeschool,Japan,Spain,2031.0,2034.0,2034.0,parent,homeschool,19376378.03226365,20093077.351313937,561204.96,561204.96,False
Midwest (Kansas City) -> Japan | move-2031 | rent-forever | parent | homeschool,Midwest (Kansas City),Japan,2031.0,,,parent,homeschool,20088481.29945878,20088481.29945878,549984.0,549984.0,False
Japan | no-move | buy-2034 | parent | homeschool,Japan,Japan,,2034.0,2034.0,parent,homeschool,19289524.48305254,20076813.05168526,561204.96,561204.96,False
Vietnam -> Miami area | move-2031 | buy-2034 | daycare | homeschool,Vietnam,Miami area,2031.0,2034.0,2034.0,daycare,homeschool,19056993.307063553,20075967.519378673,563434.68,563434.68,False
Miami area -> Midwest (Kansas City) | move-2031 | buy-2034 | daycare | homeschool,Miami area,Midwest (Kansas City),2031.0,2034.0,2034.0,daycare,homeschool,19552163.604352076,20065717.63999494,525126.24,525126.24,False
Miami area -> New Orleans area | move-2031 | buy-2034 | daycare | homeschool,Miami area,New Orleans area,2031.0,2034.0,2034.0,daycare,homeschool,19693912.592518996,20062120.60408273,525126.24,525126.24,False
